title,genre,mood,instruments,download_url
The Battle of 1066,영화음악,어둡게,"['drums', 'bass', 'synth', 'strings', 'horns', 'brass']",https://www.youtube.com/audiolibrary_download?vid=5836f33c2760760a
Dreaming Of A New Day,댄스 & 일렉트로닉,어둡게,"['drums', 'bass', 'synth']",https://www.youtube.com/audiolibrary_download?vid=ec167ba209f0c35e
Fun House,영화음악,어둡게,"['organ', 'bass', 'drums', 'percussion']",https://www.youtube.com/audiolibrary_download?vid=918009de91e755e9
Mirror Mirror,힙합 & 랩,어둡게,"['drums', 'bass', 'synth', '808']",https://www.youtube.com/audiolibrary_download?vid=750c2bfca1e5c534
"Bach Cello Suite No. 1, G Major, Prelude",클래식,어둡게,"['cello', 'violin', 'synth', 'strings']",https://www.youtube.com/audiolibrary_download?vid=b691419754b6ffd1
Cicada KIller,영화음악,어둡게,['synth'],https://www.youtube.com/audiolibrary_download?vid=0c8d255b882f65fb
When Gods Pontificate,영화음악,어둡게,"['synth', 'strings']",https://www.youtube.com/audiolibrary_download?vid=58a282718a170f64
I Love Destruction When It Serves Love,힙합 & 랩,어둡게,"['bass', 'drums', 'synth', '808', 'electric guitar']",https://www.youtube.com/audiolibrary_download?vid=a0a11078ec57a5a9
Higher Powered,힙합 & 랩,어둡게,"['drums', 'bass', 'synth', '808']",https://www.youtube.com/audiolibrary_download?vid=2985a8d1880fe21b
The Awakening,영화음악,어둡게,"['drums', 'bass', 'synth', 'strings', 'horns', 'brass']",https://www.youtube.com/audiolibrary_download?vid=8fd6e297f745949c
Caverns,락,어둡게,"['violin', 'strings', 'harp', 'drums', 'bass', 'synth', 'bells', 'percussion']",https://www.youtube.com/audiolibrary_download?vid=55bdd2b0d996059d
On The Hunt,댄스 & 일렉트로닉,어둡게,"['drums', 'synth', 'bass']",https://www.youtube.com/audiolibrary_download?vid=5b25800f6b781230
A Simple Feeling,힙합 & 랩,어둡게,"['bass', 'drums', 'synth', '808', 'electric guitar']",https://www.youtube.com/audiolibrary_download?vid=e4e7e3a51c693428
Scratching Teeth,락,어둡게,"['electric guitar', 'drums', 'acoustic guitar', 'bass', 'synth']",https://www.youtube.com/audiolibrary_download?vid=c770bb5b79c50c39
One Life,팝,어둡게,"['drums', 'bass', 'synth', 'piano']",https://www.youtube.com/audiolibrary_download?vid=910ca65653fce9da
2 Hearts,팝,어둡게,"['drums', 'bass', 'synth', 'piano']",https://www.youtube.com/audiolibrary_download?vid=ba6e7735e2b0643c
The Six Realms,잔잔한 음악,어둡게,['synth'],https://www.youtube.com/audiolibrary_download?vid=258083581fc29192
