title,genre,mood,instruments,download_url
Bright Skies,팝,행복,"['keys', 'synth', 'drums', 'bass', 'electric guitar']",https://www.youtube.com/audiolibrary_download?vid=d39d2f25ff614745
Sunny Over the Horizon,레게,행복,"['bass', 'keys', '808', 'synth', 'electric piano', 'percussion', 'drums']",https://www.youtube.com/audiolibrary_download?vid=15fb133921cccf7d
Ice Cream,댄스 & 일렉트로닉,행복,"['electric guitar', 'synth', 'drums', 'keys', 'harp', 'bass', 'piano']",https://www.youtube.com/audiolibrary_download?vid=be589650a0cdec22
Rage,힙합 & 랩,행복,"['woodwinds', 'bass', 'flute', 'drums', '808', 'synth']",https://www.youtube.com/audiolibrary_download?vid=3babe29308b0ec72
Shred The Wall,락,행복,"['bass', 'electric guitar', 'percussion', 'synth', 'drums']",https://www.youtube.com/audiolibrary_download?vid=23e5f64dcd56c472
Kick the Can,컨트리 & 포크,행복,"['percussion', 'acoustic guitar', 'mallets']",https://www.youtube.com/audiolibrary_download?vid=aa593216ad9d13db
Mistake,힙합 & 랩,행복,"['synth', '808', 'bass', 'drums']",https://www.youtube.com/audiolibrary_download?vid=56f51bf0cef0c94c
The Snowbird Strut,락,행복,"['organ', 'electric piano', 'bass', 'electric guitar', 'percussion', 'keys', 'drums', 'synth']",https://www.youtube.com/audiolibrary_download?vid=1ba5980ae83c028d
Louie,힙합 & 랩,행복,"['bass', 'drums', 'synth', '808']",https://www.youtube.com/audiolibrary_download?vid=8e2dc97b9bcd9461
Away,클래식,행복,"['piano', 'synth', 'strings', 'timpani', 'bass', 'percussion', 'harp']",https://www.youtube.com/audiolibrary_download?vid=45f4d4495bfb0858
Texas Napkin,락,행복,"['electric guitar', 'bass', 'drums']",https://www.youtube.com/audiolibrary_download?vid=6b017b43b6dcb3ab
Sunn Forest,영화음악,행복,['synth'],https://www.youtube.com/audiolibrary_download?vid=ee387dc684e64a9c
Fine Line,댄스 & 일렉트로닉,행복,"['bass', 'synth', 'drums']",https://www.youtube.com/audiolibrary_download?vid=a6194ea097664760
Always Be My Unicorn,팝,행복,"['acoustic guitar', 'bass', 'percussion', 'drums', 'synth']",https://www.youtube.com/audiolibrary_download?vid=34da8fb63e0f75f4
Under the Wire,컨트리 & 포크,행복,"['percussion', 'acoustic guitar', 'bass', 'mandolin']",https://www.youtube.com/audiolibrary_download?vid=9bf5b7b65f7ad13a
Giant iPhone,힙합 & 랩,행복,"['piano', 'organ', 'bass', 'drums', 'vocal chops']",https://www.youtube.com/audiolibrary_download?vid=63172e4269e5b56d
I Can't Reach,힙합 & 랩,행복,"['bass', 'synth', 'drums']",https://www.youtube.com/audiolibrary_download?vid=a3b4c691cb66f71c
Yellow Jello,팝,행복,"['synth', 'drums', 'bass', 'electric piano']",https://www.youtube.com/audiolibrary_download?vid=cb8f66ee4a4f2128
Ella Vater,재즈 및 블루스,행복,"['drums', 'synth', 'bass', 'electric guitar']",https://www.youtube.com/audiolibrary_download?vid=a0a6ed7a81292bff
